channel_id,video_id,published_at,title,description,url_thumbnail,tags,category_id,stats_view_count,stats_like_count,stats_favorite_count,stats_comment_count,content_details_duration_seconds,content_details_caption,content_details_licensedContent
UC0e3QhIYukixgh5VVpKHH9Q,2D2bJWHvqJo,2018-06-14T00:09:29Z,Building an Enigma Machine,I created an enigma machine.|n||n|Run the enigma machine|n|https://github.com/Code-Bullet/Enigma-Simulator|n|I couldn't upload the application so read the readMe to run the machine.|n|have fun|n||n|Become a patreon to support my future content as well as sneak peaks of whats to come.|n|https://www.patreon.com/CodeBullet|n||n|Check out my Discord server|n|https://discord.gg/UZDMYx5,https://i.ytimg.com/vi/2D2bJWHvqJo/maxresdefault.jpg,"Enigma,Enigma Machine,alan turing,artificial,benedict cumberbatch,coding,encoding,germany,hitler,intelligence,java,nazi,processing,simulator,the imitation game",27,3557966,110530,0,5837,730,0,1
UC0e3QhIYukixgh5VVpKHH9Q,BOZfhUcNiqk,2018-05-14T08:25:29Z,How AIs learn part 2 || Coded example,"Check out the code for this video here: https://github.com/Code-Bullet/Smart-Dots-Genetic-Algorithm-Tutorial|n||n|watch my previous video on GA here: https://www.youtube.com/watch?v=VnwjxityDLQ |n||n|If you don't have processing, which what I used in this video, then you can get it for free here: https://processing.org/download/|n||n|Become a patreon to support my future content as well as sneak peaks of whats to come.|n|https://www.patreon.com/CodeBullet|n||n|Check out my Discord server|n|https://discord.gg/UZDMYx5",https://i.ytimg.com/vi/BOZfhUcNiqk/maxresdefault.jpg,"ai,artificial,coding,computer science,genetic algorithm,intelligence,java,learning,machine learning,processing,tutorial",27,305171,9566,0,783,880,0,1
UC0e3QhIYukixgh5VVpKHH9Q,tjQIO1rqTBE,2019-11-28T09:17:31Z,I Created a PERFECT SNAKE A.I.,"I used math, science and tears to create a snake AI which always wins (sometimes).|n|Massive thanks to brilliant.org for supporting this episode, check them out here: https://www.brilliant.org/CodeBullet|n||n|Also check out John Tapsells work: https://johnflux.com/|n||n|Heres my stuff|n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art",https://i.ytimg.com/vi/tjQIO1rqTBE/maxresdefault.jpg,"ai,algorithm,artificial,code bullet,coding,comedy,computer,educational,evolution,games,gaming,genetic,hamiltonian cycle,intelligence,java,learning,machine,math,processing,programming,rage,science,snake",27,9656310,381322,0,20742,1444,0,1
UC0e3QhIYukixgh5VVpKHH9Q,62IheUGZQLU,2020-03-23T21:00:01Z,A.I. Learns to Run (Creature Creator),"Have a go yourself http://www.thebigcb.com/projects/CreatureCreator (FYI it will take a while to load because i suck at websites)|n||n|Also don't use my website on mobile because it don't be workin.|n|Or edge don't use edge.|n|Or probably some other weird browsers. |n|Use chrome, have some class.|n||n|Record what you make and send it to me at one of these places|n|Twitter: https://twitter.com/code_bullet|n|Discord: https://discord.gg/UZDMYx5|n|Patreon: https://www.patreon.com/CodeBullet|n||n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art",https://i.ytimg.com/vi/62IheUGZQLU/maxresdefault.jpg,"algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,processing,programming,science",23,4409154,225964,0,14104,998,0,1
UC0e3QhIYukixgh5VVpKHH9Q,90oG7uyZT-4,2019-03-24T06:12:12Z,1 Million Subscriber Special. Code Bullet QNA,Here be the questions|n||n|- how did you learn to code 0:43|n|- whats the best way to learn coding 0:54|n|- how should i get started with ai 1:27|n|- what was the worst video you ever had to make 3:07|n|- what are you planning on doing after uni 4:11|n|- merch??? 5:05|n| - University vs online courses 5:35|n|- are you ok? 6:46|n|- this ones just an insult 7:05|n|- shoutouts and stuff 7:16|n||n||n|Channels that are pretty good aye|n||n|thinMatrix: https://www.youtube.com/ThinMatrix|n|Hopson: https://www.youtube.com/channel/UCeQhZOvNKSBRU0Mdg7V44wA|n|Jabrils: https://www.youtube.com/channel/UCQALLeQPoZdZC4JNUboVEUg|n|Code Parade: https://www.youtube.com/CodeParade|n|Carykh : https://www.youtube.com/carykh|n|the coding train: https://www.youtube.com/TheCodingTrain|n|3Blue1Brown: https://www.youtube.com/3Blue1Brown|n|Seth Bling: https://www.youtube.com/SethBling|n|sentdex:  https://www.youtube.com/sentdex|n|William Osman: https://www.youtube.com/WilliamOsman|n|Michael Reeves: https://www.youtube.com/Michaelreeves|n|Simone Giertz: https://www.youtube.com/SimoneGiertz|n|Siraj Raval:  https://www.youtube.com/SirajRaval|n||n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n|Art created by @Dachi.art https://www.instagram.com/dachi.art,https://i.ytimg.com/vi/90oG7uyZT-4/maxresdefault.jpg,"algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,processing,programming,science",27,876943,52209,0,2846,713,0,1
UC0e3QhIYukixgh5VVpKHH9Q,79h1PPTXNqQ,2018-06-28T05:34:02Z,Code Bullet Channel Trailer,I was bored and wanted to have a channel trailer so here it is.|n|Become a patreon to support my future content as well as sneak peaks of whats to come.|n|https://www.patreon.com/CodeBullet|n||n|I have twitter now|n|https://twitter.com/code_bullet|n||n|Check out my Discord server|n|https://discord.gg/UZDMYx5,https://i.ytimg.com/vi/79h1PPTXNqQ/maxresdefault.jpg,"artificial,code bullet,intelligence",27,318305,7909,0,250,64,0,1
UC0e3QhIYukixgh5VVpKHH9Q,QpyHYRBKy8U,2018-04-07T11:43:26Z,AI learns to play PACMAN using NEAT,"I trained an AI to play pacman, also voice reveal!!!|n||n|Become a patreon to support my future content as well as sneak peaks of whats to come.|n|https://www.patreon.com/CodeBullet|n||n||n|Check out my Discord server|n|https://discord.gg/UZDMYx5|n|live QnA at 8:30 - 9:00pm every Sunday AEST",https://i.ytimg.com/vi/QpyHYRBKy8U/maxresdefault.jpg,"AI,Deep learning,NEAT,art,artificial intelligence,brain,computer,evolution,genetic algorithm,java,learning,neural networks,neuroevolution,pacman,programming",22,2843970,43671,0,1595,491,0,1
UC0e3QhIYukixgh5VVpKHH9Q,JeVDjExBf7Y,2018-05-21T08:58:44Z,What are Neural Networks || How AIs think,Big thanks to Brilliant.org for supporting this channel check them out at https://www.brilliant.org/CodeBullet|n||n|check out Brandon Rohrers video here: https://www.youtube.com/watch?v=ILsA4nyG7I0&t=638s|n||n|Become a patreon to support my future content as well as sneak peaks of whats to come.|n|https://www.patreon.com/CodeBullet|n||n|Check out my Discord server|n|https://discord.gg/UZDMYx5,https://i.ytimg.com/vi/JeVDjExBf7Y/maxresdefault.jpg,"AI,Network,Neural Networks,Tutorial,artificial,brain,deep learning,intelligence,learning,neuron",27,568280,14990,0,452,734,0,1
UC0e3QhIYukixgh5VVpKHH9Q,ldaescGA1dY,2022-01-18T06:50:32Z,Creating an A.I. to DESTROY Clicker Heroes,"AI vs a clicker game, how hard could it be??|n|yo, im back |n|i forget what im supposed to write here.|n||n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art",https://i.ytimg.com/vi/ldaescGA1dY/maxresdefault.jpg,"algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,processing,programming,science",27,1959742,212242,0,10653,1461,0,1
UC0e3QhIYukixgh5VVpKHH9Q,os4DcbpL0Nc,2020-09-13T12:15:58Z,Using A.I. to DOMINATE NERDS in TETRIS,"I created an AI which can play Tetris at 50 moves per second, now lets use it to play against other people. Huge thanks to Brilliant.org for supporting this channel, check them out here: https://www.brilliant.org/CodeBullet|n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art",https://i.ytimg.com/vi/os4DcbpL0Nc/maxresdefault.jpg,"AI,Tetris,algorithm,artificial,battle royal,coding,comedy,computer,devlog,educational,evolution,genetic,intelligence,java,jstris,learning,machine,processing,programming,science,t-spin",28,5299018,255857,0,13439,1876,0,1
UC0e3QhIYukixgh5VVpKHH9Q,fnSMsDb642Q,2018-03-20T07:40:48Z,AI learns to play asteroids when boosters are locked on full,I changed the ships so that the boosters are always on and the results are great.|n|check out discord https://discord.gg/UZDMYx5|n||n|become a patreon if you wanna|n|https://www.patreon.com/CodeBullet,https://i.ytimg.com/vi/fnSMsDb642Q/sddefault.jpg,"AI,Artificial intelligence,Asteroids,NEAT,game,genetic algorithm,neural network",22,162262,4004,0,186,102,0,1
UC0e3QhIYukixgh5VVpKHH9Q,kzEHFuVeYS4,2022-01-17T09:35:37Z,Best of Code Bullet 2021,Wow what great memories |n||n|new vid soon,https://i.ytimg.com/vi/kzEHFuVeYS4/maxresdefault.jpg,"algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,processing,programming,science",27,923231,135144,0,8537,4,0,1
UC0e3QhIYukixgh5VVpKHH9Q,uQBHLSHUpA4,2018-04-17T03:42:02Z,Minesweeper AI  VS  human WORLD RECORD,I test out my mine sweeper AI against the best human player |n|Also I added more bombs in to see how many it could take|n||n|Become a patreon to support my future content as well as sneak peaks of whats to come.|n|https://www.patreon.com/CodeBullet|n||n||n|Check out my Discord server|n|https://discord.gg/UZDMYx5|n|live QnA at 8:30 - 9:00pm every Sunday AEST|n||n|check out the world record|n|which is actually really impressive|n|https://www.youtube.com/watch?v=GrZCWx0fnfc,https://i.ytimg.com/vi/uQBHLSHUpA4/maxresdefault.jpg,"AI,algorithm,artificial intelligence,bombs,challenge,computer science,games,minesweeper,world record",22,1471154,34546,0,1563,418,0,1
UC0e3QhIYukixgh5VVpKHH9Q,wHRubMACen0,2019-01-24T06:52:05Z,DESTROYING Piano Tiles with an Auto clicker,"I write an AI to play piano tiles and its pretty good|n|Huge thanks to Brilliant.org for supporting this channel, check them out at https://brilliant.org/codebullet|n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5",https://i.ytimg.com/vi/wHRubMACen0/maxresdefault.jpg,"algorithm,app,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,mobile game,music,piano tiles,processing,programming,python,science",27,16035143,456084,0,23606,642,0,1
UC0e3QhIYukixgh5VVpKHH9Q,f9smvQ5fc7Q,2018-12-08T04:27:46Z,A.I. Solves a 55 x 55 x 55 Rubik's Cube,"I programmed an AI to solve any rubiks cube, see how I did it.|n||n|this video was inspired by:|n|https://www.youtube.com/watch?v=0cedyW6JdsQ|n||n|Music used:|n|smiles for miles - Silent Panther|n|RESPECOGNIZE|n|ES_I Wish That I Was A Mad Man (Instrumental Version) - Staffan Carlén|n|ES_Youngsters Anthem 01 - John Åhlin|n|ES_Army Of Angels 3 - Johannes Bornlöf|n|ES_A Place Among The Stars 2 - Johannes Bornlöf|n||n|Website: http://www.thebigcb.com/|n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5",https://i.ytimg.com/vi/f9smvQ5fc7Q/maxresdefault.jpg,"3d,AI,algorithm,artificial,coding,comedy,computer,educational,epic,evolution,genetic,intelligence,java,learning,machine,processing,programming,puzzle,rubik's cube,rubiks cube,science,timelapse",28,15132000,355749,0,19958,960,0,1
UC0e3QhIYukixgh5VVpKHH9Q,QOJfyp0KMmM,2020-07-23T06:51:14Z,I Created An A.I. to DESTROY Tetris,"Ahh yeah its tetris, you might have heard of it. Tetris is a game which i am making, i have made it, thats what the video is, god what a terrible description. I create an AI to beat the world record for the longest tetris game. |n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art",https://i.ytimg.com/vi/QOJfyp0KMmM/maxresdefault.jpg,"Tetris,Tspin,algorithm,artificial,code bullet,coding,comedy,computer,educational,evolution,genetic,intelligence,java,javascript,jojos,learning,machine,processing,programming,science,world record",27,2255965,246749,0,22107,1045,0,1
UC0e3QhIYukixgh5VVpKHH9Q,qIW7C9JelCw,2018-10-03T07:29:29Z,CODING COMPETITION || Play a game to win up to $5000 + SECRET PRIZE for the winner...,Correlation one has given us our own terminal tournament |n|check it out now- https://terminal.c1games.com/competition/codebullet-challenge|n||n||n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5,https://i.ytimg.com/vi/qIW7C9JelCw/maxresdefault.jpg,"AI,algorithm,artificial,coding,coding challange,comedy,competition,computer,educational,evolution,free,game,genetic,intelligence,java,learning,machine,merch,play to win,processing,programming,science,terminal,tornament,win cash",28,242409,7547,0,457,211,0,1
UC0e3QhIYukixgh5VVpKHH9Q,D5xX6nRWDko,2020-12-16T09:22:48Z,A.I. Learns to FLY,Video Sponsored by Ridge Wallet: https://www.ridge.com/CODEBULLET10|n|Use Code “CODEBULLET10 ” for 10% off your order|n||n|Check out my merch: https://www.codebulletshop.com|n||n|Twitch: https://www.twitch.tv/codebullet|n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art,https://i.ytimg.com/vi/D5xX6nRWDko/maxresdefault.jpg,"algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,processing,programming,science",27,3051645,179868,0,15026,1667,0,1
UC0e3QhIYukixgh5VVpKHH9Q,sx6eoXg-19k,2018-02-18T11:43:52Z,AI learns to play pool,Using the genetic algorithm I train an AI to play pool.|n|Source code is up|n|https://github.com/Code-Bullet/Pool_AI,https://i.ytimg.com/vi/sx6eoXg-19k/hqdefault.jpg,"AI,Game,Pool,Snake,artificial Intelligence,billiards,coding,computer,evolve,genetic algorithm,java",24,2584328,53830,0,2016,648,0,1
UC0e3QhIYukixgh5VVpKHH9Q,r428O_CMcpI,2019-02-19T23:37:05Z,A.I. Learns to DRIVE,"Using a brand new algorithm, QLearning, I teach an AI to drive. |n|Huge thanks to Brilliant for sponsoring this video, check them out at https://brilliant.org/codebullet|n|Art created by @Dachi.art https://www.instagram.com/dachi.art|n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5",https://i.ytimg.com/vi/r428O_CMcpI/maxresdefault.jpg,"AI,GTA,Neural Networks,algorithm,artificial,coding,comedy,computer,educational,evolution,games,gaming,genetic,intelligence,java,javascript,learning,machine,p5.js,processing,programming,pygame,pyglet,python,qLearning,rage,science",27,5005635,221606,0,12444,977,0,1
UC0e3QhIYukixgh5VVpKHH9Q,XRVA5PMSKKE,2020-10-29T06:15:42Z,Creating the PERFECT Connect 4 A.I.,"Using AI to crush nerds Connect 4, because people play connect 4 online apparently. Huge thanks to KiwiCo for sponsoring this video.|n|Check out https://www.KiwiCo.com/CodeBullet for 50% off your first month of any subscription.|n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art",https://i.ytimg.com/vi/XRVA5PMSKKE/maxresdefault.jpg,"algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,processing,programming,science",27,3302549,218513,0,10507,900,0,1
UC0e3QhIYukixgh5VVpKHH9Q,D-Ci4WQuexo,2018-11-30T22:34:05Z,A.I. Learns to Solve a 1x1x1 rubik's cube [NOT CLICKBAIT],After 10 days of training an AI finally learned how to solve the infamously difficult 1x1x1 cube. WOW.|n||n|source code: https://www.notawebsite.com/dontClickThis|n||n|This is basically a cheeky preview for next week because i didnt give myself enough time and I dont wanna put out a half assed video on it. Although I guess i just did. |n|anyway enjoy |n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5,https://i.ytimg.com/vi/D-Ci4WQuexo/maxresdefault.jpg,"algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,learning,machine,parody,problem solving,processing,programming,rubik's cube,science,tutorial",27,2331024,117245,0,10338,132,0,1
UC0e3QhIYukixgh5VVpKHH9Q,sB_IGstiWlc,2018-04-29T08:59:49Z,AI learns to play Google Chrome Dinosaur Game || Can you beat it??,"Using NEAT I created an AI to play the Google Chrome Dionsaur Game, and its awesome|n|Big thanks to Brilliant.org for supporting this channel check them out at https://www.brilliant.org/CodeBullet|n||n|Become a patreon to support my future content as well as sneak peaks of whats to come.|n|https://www.patreon.com/CodeBullet|n||n|Check out my Discord server|n|https://discord.gg/UZDMYx5",https://i.ytimg.com/vi/sB_IGstiWlc/sddefault.jpg,"AI,Algorithm,Australia,Computer,Computer Science,Dinosaur,Game Creation,Google Chrome,Java,NEAT,Neural Network,Neuroevolution,artificial,game,intelligence,internet,programming",27,13804202,284606,0,13115,621,0,1
UC0e3QhIYukixgh5VVpKHH9Q,kVwkLb8zxq0,2018-07-19T08:53:58Z,AI learns to play the Worlds Hardest Game || MORE LEVELS,Watch some AI crush some more levels from the Worlds Hardest game|n|run the AI yourself:|n|level 1: https://code-bullet.github.io/WorldsHardestGameAI/WHG/|n|level 2:https://code-bullet.github.io/WorldsHardestGameAI/WHG%20-%20level2/|n|level 3:https://code-bullet.github.io/WorldsHardestGameAI/WHG%20-%20level3/|n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5,https://i.ytimg.com/vi/kVwkLb8zxq0/maxresdefault.jpg,"Javascript,Worlds Hardest Game,algorithm,artificial,coding,comedy,computer,educational,evolution,game,genetic,intelligence,java,learning,machine,p5.js,processing,programming,science,subscriber special",28,1396939,44137,0,2703,473,0,1
UC0e3QhIYukixgh5VVpKHH9Q,K-wIZuAA3EY,2019-04-20T02:11:50Z,A.I. Learns To Walk,"Watch AIs learn to walk while avoiding a DEATH LAZER.|n|Huge thanks to Brilliant.org for supporting this channel, check them out: https://www.brilliant.org/CodeBullet|n||n|Twitter: https://twitter.com/code_bullet|n|Patreon: https://www.patreon.com/CodeBullet|n|Discord: https://discord.gg/UZDMYx5|n||n|Art created by @Dachi.art https://www.instagram.com/dachi.art",https://i.ytimg.com/vi/K-wIZuAA3EY/maxresdefault.jpg,"Running,algorithm,artificial,coding,comedy,computer,educational,evolution,genetic,intelligence,java,javascript,learning,machine,physics,processing,programming,science",27,9265030,300739,0,16702,975,0,1
