channel_id,video_id,published_at,title,description,url_thumbnail,tags,category_id,stats_view_count,stats_like_count,stats_favorite_count,stats_comment_count,content_details_duration_seconds,content_details_caption,content_details_licensedContent
UCf_MY8uWjWH8gwzFK6vCAmg,bpgdn5i41UQ,2016-08-28T20:16:38Z,¿Cómo manipular? - Minidocumental (P2),"Ya hemos examinado algunas técnicas de manipulación y hemos visto que somos objetos de constante manipuladores, vayamos más profundo en el mundo del poder.",https://i.ytimg.com/vi/bpgdn5i41UQ/maxresdefault.jpg,"Armas silenciosas,Conspiración,Crítica,Documental,Experimentos,Humanos,Manipulación,Manipular,Mundo,Oculto,Poder,Secreto,Tutorial",28,124818,7360,0,356,1388,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,kkkTKWdk9-c,2022-03-01T00:44:36Z,¿Cómo comprender la LOCURA del MUNDO? - Podcast,"Estamos en un mundo muy muy difícil de entender, un mundo que parece haber enloquecido ¿Cómo le hacemos frente? Bueno, es imposible explicar eso hasta en 2 libros... pero sí se puede dar un   m é t o d o  principal para empezar a trabajar sobre ello. |n|  |n| *********************Preguntas frecuentes *********************  |n|  |n| Mis redes: FB: www.facebook.com/elregresodelfantas  |n| Twitter: @darkthanos  |n| Instagram: https://www.instagram.com/esquizo_natural/  |n| Spotify: https://open.spotify.com/show/7tmZi4OzAP09swA1r4r2dB |n|  Patreon: www.patreon.com/EsquizofreniaNatural  |n|  |n| ¿Qué es patreon? Una página que te permite patrocinar con una aportación mensual a tus creadores de contenido preferidos. Para esto es necesario tener una tarjeta bancaria o una cuenta Pay Pal.  |n|  |n| ¿Cómo apoyar por otro medio? Bueno, mi correo asociado a Pay Pal es: revoluci0nesquizofrenia@gmail.com Si llegaras a enviar algo, por favor hazmelo saber para incluirte en los créditos y consultar tus peticiones. ¿Por qué no pones las fuentes en la descripción? Algunas veces tienen palabras que pueden poner en peligro la difusión del video gracias a las políticas de youtube.",https://i.ytimg.com/vi/kkkTKWdk9-c/maxresdefault.jpg,"Mente crítica,animación,análisis,aprender,argumento,autoayuda,caos,caótico,ciencia,científicos,cisne negro,conflicto,conocimiento,crecer,crisis,crítica,crítica social,crítico,debate,difícil,discusión,educación,escuela,exito,explicación,filosofía,frase,ganar,genio,ideas,ideología,ignorancia,incertidumbre,influencer,información,life hack,locura,lógica,mentalidad,mente,mito,modelo de pensamiento,motivación,método,noticias,pensamiento,psicología,redes sociales,reflexión,truco,verdad",1,94903,8005,0,312,2000,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,U2mK42dCXn0,2022-02-07T04:22:24Z,El MUNDO sigue siendo REAL - En Vivo - Preguntas y Respuestas,"El mundo no se detiene, apenas ha pasado nada y ya  presenciamos una gran erupción de volcán, y lo que viene apenas en este primer mes.",https://i.ytimg.com/vi/U2mK42dCXn0/maxresdefault.jpg,"actualidad,año nuevo,año viejo,caricaturas,chiste,ciencia,cine,comedia,comentario,conocimiento,crítica,debate,democracía,derecha,directo,discurso,diversión,divulgación,economía,entretenimiento,filosofía,fin de año,ilusión,inclusión,increíble,izquierda,legendaria,mexico,miedo,mito,moral,mundo,numeros,pensamiento,personajes,política,posmodernidad,preguntas,psicología,realidad,redes sociales,reflexión,reseña,respuestas,tranquilidad,urbana,verdad,visión,vlog,zizek,ética",1,50957,3346,0,116,9105,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,Ug7pZfUs_Qs,2020-12-25T01:11:27Z,Directo Navideño: Para hacernos compañía - Preguntas y respuestas,"Vivimos en un mundo lleno de brillo y glamour... que viene de nuestras pantallas, mientras el día a día es casi todo lo contrario. |n| Hablemos de esa sensación de vivir en una especie de simulación.",https://i.ytimg.com/vi/Ug7pZfUs_Qs/maxresdefault.jpg,"Perú,Revolución,actualidad,cine,conocimiento,crítica,democracía,derecha,directo,discurso,entretenimiento,filosofía,ilusión,inclusión,izquierda,mito,moral,pensamiento,personajes,política,preguntas,progre,realidad,reseña,respuestas,v de vendetta,verdad,visión,zizek,ética",1,54360,5318,0,237,7271,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,OXckC4C4FFo,2014-05-26T01:57:04Z,"""El extraño"" adaptación de un cuento de H. P. Lovecraft - Esquizofrenia Natural",Un cuento de un alma atormentada por su terrible y nefasta prisión. |n|  |n| ,https://i.ytimg.com/vi/OXckC4C4FFo/sddefault.jpg,"El extraño,Esquizofrenia Natural,H. P. Lovecraft (Author),Muerte,Narración",22,19356,1167,0,63,1040,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,by9yJV5x0j4,2018-05-09T02:02:11Z,La crisis del aborto - Mini Documental,"Este trabajo no responder ni obedece a ningún movimiento social, político o ideológico, sólo tiene por fin ser de utilidad al plantear la profundidad del fenómeno del aborto, como realidad social, técnica, política y ética. |n|  |n| *********************Preguntas frecuentes **************** |n| Mis redes: |n| FB: www.facebook.com/elregresodelfantas |n| Twitter: @darkthanos |n| Instagram: https://www.instagram.com/esquizo_natural/ |n|  |n| Patreon: www.patreon.com/EsquizofreniaNatural |n| ¿Qué es patreon? Una página que te permite patrocinar con una aportación mensual a tus creadores de contenido preferidos. |n| Para esto es necesario tener una tarjeta bancaria o una cuenta Pay Pal. |n| ¿Cómo apoyar por otro medio? |n| Bueno, mi correo asociado a Pay Pal es: revoluci0nesquizofrenia@gmail.com Si llegaras a enviar algo, por favor hazmelo saber para incluirte en los créditos y consultar tus peticiones. |n| Otro medio (si vives en México), a través de Oxxo puede depositar a la cuenta saldazo desde 20 pesos, el número de cuenta es: 4766 8402 3017 3390. Si lo haces, de igual manera, hazmelo saber por favor.",https://i.ytimg.com/vi/by9yJV5x0j4/maxresdefault.jpg,"Aborto,Bienestar,Bioética,Ciencia,Congreso oviedo,Documental,Embarazo,Feminismo,Filosofía,Mujer,Mundial,Pobreza,Progreso,Psicología,Reflexión,Riqueza,Salud,Secreto,Sociedad,Tecnología,Técnica,análisis,desarrollo,sociología,ética",1,116495,9614,0,1937,1030,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,LbB_QlUfeBI,2017-10-19T00:50:23Z,La fantasía del progreso,"Trataremos el tema del progreso, una visión en auge, un sueño hermoso del presente. |n| *********************Preguntas frecuentes **************** |n| Mis redes: |n|  |n| FB: www.facebook.com/elregresodelfantas |n| Twitter: @darkthanos |n| Ask: ask.fm/CesarSolamente |n| Discord: https://discord.gg/2nNmmUw |n| Patreon: www.patreon.com/EsquizofreniaNatural |n| ¿Ya conoces a la comunidad espiral? = https://www.youtube.com/watch?v=aeRrZ-NKP58 |n| ¿Qué es patreon? Una página que te permite patrocinar con una aportación mensual a tus creadores de contenido preferidos. |n| Para esto es necesario tener una tarjeta bancaria o una cuenta Pay Pal. |n|  |n| ¿Por qué borras las transmisiones en directo? Porque así mantienen su valor como eventos fortuitos, así como cualquier charla. Sin embargo no los borro, de vez en vez volveré a liberarlos para quien se los haya perdido.  |n|  |n| ¿Por qué pides apoyo? Bueno, no es fácil hacer los vídeos que hago, requiere mucho trabajo, además estoy en proceso de títularme por lo que contar con una fuente de ingresos me sería de agran ayuda. Por demás, no he ganado ni un centavo con monetización de los vídeos. Es opcional, nadie está obligado. No es limosna, recibes contenido a cambio. |n|  |n| ¿Cómo apoyar por otro medio? |n| Bueno, mi correo asociado a Pay Pal es: revoluci0nesquizofrenia@gmail.com Si llegaras a enviar algo, por favor hazmelo saber para incluirte en los créditos y consultar tus peticiones. |n| Otro medio (si vives en México), a través de Oxxo puede depositar a la cuenta saldazo desde 20 pesos, el número de cuenta es: 4766 8402 3017 3390. Si lo haces, de igual manera, hazmelo saber por favor.",https://i.ytimg.com/vi/LbB_QlUfeBI/maxresdefault.jpg,"Análisis,Ciencia,Ciudad,Curiosidad,Documental,Filosofía,Futuro,Humanidad,Motivación,Mundo,Optimismo,Progreso,Secreto,Tecnología,Un mundo feliz,distopia,fantasía",26,97607,5985,0,553,700,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,mBXqti33zfM,2020-07-13T00:08:00Z,Especial 500K SUBS - Live!,"Lo logramos, después de tanto esfuerzo!",https://i.ytimg.com/vi/mBXqti33zfM/maxresdefault.jpg,,1,44586,5097,0,264,6165,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,Zwyfnckvybk,2017-03-03T05:10:42Z,Live #10 El triunfo de la arrogancia en internet,"Mis redes: |n| FB: www.facebook.com/elregresodelfantas |n| Twitter: www.facebook.com/elregresodelfantas |n| Ask: ask.fm/CesarSolamente |n| Patreon: www.patreon.com/EsquizofreniaNatural |n|  |n| ¿Qué es patreon? Una página que te permite patrocinar con una aportación mensual a tus creadores de contenido preferidos. |n| Para esto es necesario tener una tarjeta bancaria o una cuenta Pay Pal. |n| ¿Por qué borras las transmisiones en directo? Porque así mantienen su valor como eventos fortuitos, así como cualquier charla. Sin embargo no los borro, de vez en vez volveré a liberarlos para quien se los haya perdidos. |n| ¿Por qué pides apoyo? Bueno, no es fácil hacer los vídeos que hago, requiere mucho trabajo, además estoy en proceso de títularme por lo que contar con una fuente de ingresos me sería de agran ayuda. Por demás, no he ganado ni un centavo con monetización de los vídeos. Es opcional, nadie está obligado. No es limosna, recibes contenido a cambio. |n|  |n| ¿Analizarás Oyasumi Pun Pun? Sí, un día, aún lo estoy leyendo. |n| ¿Y Berserk? Es difícil decirlo, aún no termina.",https://i.ytimg.com/vi/Zwyfnckvybk/maxresdefault.jpg,,27,50560,1627,0,152,7504,0,1
UCf_MY8uWjWH8gwzFK6vCAmg,XMAhsf5NWoA,2017-03-01T19:23:00Z,La importancia del silencio.,"*********************Preguntas frecuentes **************** |n| Mis redes: |n| FB: www.facebook.com/elregresodelfantas |n| Twitter: @darkthanos |n| Ask: ask.fm/CesarSolamente |n| Patreon: www.patreon.com/EsquizofreniaNatural |n|  |n| ¿Qué es patreon? Una página que te permite patrocinar con una aportación mensual a tus creadores de contenido preferidos. |n| Para esto es necesario tener una tarjeta bancaria o una cuenta Pay Pal. |n| ¿Por qué borras las transmisiones en directo? Porque así mantienen su valor como eventos fortuitos, así como cualquier charla. Sin embargo no los borro, de vez en vez volveré a liberarlos para quien se los haya perdido. Cada día 30 estarán disponibles en el canal. |n| ¿Por qué pides apoyo? Bueno, no es fácil hacer los vídeos que hago, requiere mucho trabajo, además estoy en proceso de títularme por lo que contar con una fuente de ingresos me sería de agran ayuda. Por demás, no he ganado ni un centavo con monetización de los vídeos. Es opcional, nadie está obligado. No es limosna, recibes contenido a cambio. |n| ¿Cómo apoyar por otro medio? |n| Bueno, mi correo asociado a Pay Pal es: revoluci0nesquizofrenia@gmail.com Si llegaras a enviar algo, por favor hazmelo saber para incluirte en los créditos y consultar tus peticiones. |n| Otro medio (si vives en México), a través de Oxxo puede depositar a la cuenta saldazo desde 20 pesos, el número de cuenta es: 4766 8402 3017 3390. Si lo haces, de igual manera, hazmelo saber por favor. |n| ¿Escondes mensajes en el canal? A veces, pero no para que los busquen. |n| ¿Analizarás Oyasumi Pun Pun? Sí, aunque no sé cuándo, es un reto mayor. |n| ¿Y Berserk? Es difícil decirlo, aún no termina.",https://i.ytimg.com/vi/XMAhsf5NWoA/maxresdefault.jpg,"Anime,Análisis,Cine,Crítica,Dark Souls,El padrino,Evangelion,Ha vuelto,La caída,Películas,Silencio",24,162788,7170,0,300,335,1,1
UCf_MY8uWjWH8gwzFK6vCAmg,HOgqPz_VJGI,2016-11-05T05:21:04Z,Bienvenido a nuestro mundo feliz - Minidocumental,"Mis redes: |n| FB: www.facebook.com/elregresodelfantas |n| Twitter: www.facebook.com/elregresodelfantas |n| Ask: ask.fm/CesarSolamente |n| Patreon: www.patreon.com/EsquizofreniaNatural |n|  |n| ¿Qué es patreon? Una página que te permite patrocinar con una aportación mensual a tus creadores de contenido preferidos. |n| Para esto es necesario tener una tarjeta bancaria o una cuenta Pay Pal. |n| ¿Por qué borras las transmisiones en directo? Porque así mantienen su valor como eventos fortuitos, así como cualquier charla. Sin embargo no los borro, de vez en vez volveré a liberarlos para quien se los haya perdidos. |n| ¿Por qué pides apoyo? Bueno, no es fácil hacer los vídeos que hago, requiere mucho trabajo, además estoy en proceso de títularme por lo que contar con una fuente de ingresos me sería de agran ayuda. Por demás, no he ganado ni un centavo con monetización de los vídeos. Es opcional, nadie está obligado. No es limosna, recibes contenido a cambio. |n| ¿Cómo apoyar por otro medio? |n| Bueno, mi correo asociado a Pay Pal es: revoluci0nesquizofrenia@gmail.com Si llegaras a enviar algo, por favor hazmelo saber para incluirte en los créditos y consultar tus peticiones. |n| Otro medio (si vives en México), a través de Oxxo puede depositar a la cuenta saldazo desde 20 pesos, el número de cuenta es: 4766 8402 3017 3390. Si lo haces, de igual manera, hazmelo saber por favor. |n|  |n| ¿Analizarás Oyasumi Pun Pun? Sí, un día, aún lo estoy leyendo. |n| ¿Y Berserk? Es difícil decirlo, aún no termina.",https://i.ytimg.com/vi/HOgqPz_VJGI/maxresdefault.jpg,"Aldous Huxley,Análisis,Capitalismo,Ciencia,Comunismo,Crítica,Curiosidad,Distopía,Filosofía,Fin del mundo,Historia,Horror,Oculto,Posmodernidad,Tecnología,Un mundo feliz,Utopía",28,313867,26072,0,1385,1236,0,1
